"CASE";"OFFENSE";"OFFENSE DESCRIPTION";"REPORT DATE";"OCC DATE";"DAY OF WEEK";"LOCATION";"Location 1"
"SL201255954";"2499-17";"STOLEN VEHICLE";"2012-04-04 22:27:00";"2012-04-04 17:00:00";"4";"400 W 200 N Salt lake City Utah  (40.773731634000455, -111.90263573399972)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012148711";"2499-17";"STOLEN VEHICLE";"2012-08-25 07:22:00";"2012-08-25 07:22:00";"7";"200 N SUN ARBOR TE Salt lake City Utah  (40.773896083000466, -111.94366229199971)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012191610";"2499-13";"STOLEN VEHICLE";"2012-11-03 13:05:00";"2012-11-03 13:05:00";"7";"1600 W BRAMPTON WAY Salt lake City Utah  (40.756534331000466, -111.9365527979997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012217344";"2499-13";"STOLEN VEHICLE";"2012-12-22 04:08:00";"2012-12-22 04:08:00";"7";"100 N REDWOOD RD Salt lake City Utah  (40.77173005500049, -111.93923315599972)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012181065";"2499-13";"STOLEN VEHICLE";"2012-10-16 08:01:00";"2012-10-16 02:00:00";"3";"1200 E 100 S Salt lake City Utah  (40.7671548240005, -111.8564666149997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012148862";"2408-0";"STOLEN VEHICLE";"2012-08-25 13:44:00";"2012-08-25 13:44:00";"7";"1700 S STATE ST Salt lake City Utah  (40.73343061100047, -111.88826349899966)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012109418";"2499-13";"STOLEN VEHICLE";"2012-06-28 08:43:00";"2012-06-27 21:00:00";"4";"1800 E ATKIN AVE Salt lake City Utah  (40.709544812000445, -111.83874889199967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201295042";"2499-14";"STOLEN VEHICLE";"2012-06-06 10:44:00";"2012-06-06 10:44:00";"4";"2000 W NORTH TEMPLE ST Salt lake City Utah  (40.77158753000049, -111.94978457099967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012209693";"2499-13";"STOLEN VEHICLE";"2012-12-07 08:41:00";"2012-12-07 07:48:00";"6";"300 E HARVARD AVE Salt lake City Utah  (40.74485663900049, -111.88236889899969)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012221319";"2499-17";"STOLEN VEHICLE";"2012-12-31 02:12:00";"2012-12-31 02:12:00";"2";"00 E 900 S Salt lake City Utah  (40.74979030600048, -111.88389362399971)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012209240";"2499-17";"STOLEN VEHICLE";"2012-12-06 12:58:00";"2012-12-06 01:00:00";"5";"900 E 700 S Salt lake City Utah  (40.754097458000444, -111.86519873899971)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012212148";"2499-14";"STOLEN VEHICLE";"2012-12-11 21:52:00";"2012-12-05 00:00:00";"4";"1400 W WASATCH AVE Salt lake City Utah  (40.75321434400047, -111.93100636599968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012132887";"2499-13";"STOLEN VEHICLE";"2012-08-01 12:42:00";"2012-08-01 00:00:00";"4";"1100 E PRINCETON AVE Salt lake City Utah  (40.743766895000476, -111.85946083299967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012123620";"2499-14";"STOLEN VEHICLE";"2012-07-18 21:08:00";"2012-07-18 21:08:00";"4";"1000 E SOUTH TEMPLE ST Salt lake City Utah  (40.76933693600046, -111.8623479749997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201271578";"2499-15";"STOLEN VEHICLE";"2012-04-30 06:25:00";"2012-04-30 06:25:00";"2";"1200 N REDWOOD RD Salt lake City Utah  (40.79498040800047, -111.93919375499968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012164760";"2404-44";"STOLEN VEHICLE";"2012-09-19 08:09:00";"2012-09-19 07:30:00";"4";"1800 S 1100 E Salt lake City Utah  (40.73110896000048, -111.85965581399967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201276844";"2499-17";"STOLEN VEHICLE";"2012-05-08 14:18:00";"2012-05-08 14:18:00";"3";"1400 S WEST TEMPLE ST Salt lake City Utah  (40.739161252000486, -111.89395514399968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012189625";"2499-17";"STOLEN VEHICLE";"2012-10-31 09:01:00";"2012-10-31 06:30:00";"4";"100 N SUN ARBOR TE Salt lake City Utah  (40.77169019900049, -111.94407341699969)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012103722";"2499-13";"STOLEN VEHICLE";"2012-06-20 00:26:00";"2012-06-20 00:26:00";"4";"1600 W SNOW QUEEN PL Salt lake City Utah  (40.73387940800046, -111.9352435779997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012114771";"2499-17";"STOLEN VEHICLE";"2012-07-05 15:58:00";"2012-07-05 15:58:00";"5";"900 N CATHERINE ST Salt lake City Utah  (40.78891214900045, -111.9321919619997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201227708";"2408-0";"STOLEN VEHICLE";"2012-02-17 21:33:00";"2012-02-17 21:33:00";"6";"1200 W 1400 N Salt lake City Utah  (40.738673218000486, -111.9265983839997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012209727";"2499-13";"STOLEN VEHICLE";"2012-12-07 09:11:00";"2012-12-07 09:11:00";"6";"500 N SIR ANTHONY CIR Salt lake City Utah  (40.78175946800047, -111.94091535599966)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012174802";"2499-14";"STOLEN VEHICLE";"2012-10-05 09:24:00";"2012-10-05 09:24:00";"6";"500 N SIR ANTHONY CIR Salt lake City Utah  (40.78175946800047, -111.94091535599966)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201236064";"2499-16";"STOLEN VEHICLE";"2012-03-03 08:44:00";"2012-03-03 08:44:00";"7";"100 N 600 W Salt lake City Utah  (40.7716635430005, -111.90822056599967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201236038";"2499-13";"STOLEN VEHICLE";"2012-03-03 08:01:00";"2012-03-03 08:01:00";"7";"1700 W 400 N Salt lake City Utah  (40.77816930000046, -111.93952430599967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201224855";"2499-13";"STOLEN VEHICLE";"2012-02-12 20:50:00";"2012-02-12 20:50:00";"1";"900 N 1300 W Salt lake City Utah  (40.7891955660005, -111.92840123599967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012125355";"2499-13";"STOLEN VEHICLE";"2012-07-21 08:10:00";"2012-07-21 08:10:00";"7";"700 E SOUTH TEMPLE ST Salt lake City Utah  (40.76934579300047, -111.87093910699969)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012150623";"2404-44";"STOLEN VEHICLE";"2012-08-28 08:00:00";"2012-08-27 21:00:00";"2";"300 E 1ST AVE Salt lake City Utah  (40.77054589400046, -111.88044691999971)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012132737";"2499-13";"STOLEN VEHICLE";"2012-08-01 08:16:00";"2012-08-01 00:00:00";"4";"1400 S LINCOLN ST Salt lake City Utah  (40.73906320000049, -111.86393220599967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012220567";"2499-13";"STOLEN VEHICLE";"2012-12-29 12:00:00";"2012-12-29 12:00:00";"7";"100 S 600 W Salt lake City Utah  (40.76707287400046, -111.90829136499968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012112153";"2499-13";"STOLEN VEHICLE";"2012-07-02 06:18:00";"2012-07-01 22:00:00";"1";"900 W 1100 N Salt lake City Utah  (40.79288203700048, -111.91792341699971)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012142517";"2499-17";"STOLEN VEHICLE";"2012-08-16 01:47:00";"2012-08-16 01:47:00";"5";"1700 W SHANNON CIR Salt lake City Utah  (40.778898710000476, -111.94230587399971)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012113920";"2499-14";"STOLEN VEHICLE";"2012-07-04 16:32:00";"2012-07-04 16:32:00";"4";"1700 W 1000 N Salt lake City Utah  (40.79086872400046, -111.93934771199969)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012192027";"2499-13";"STOLEN VEHICLE";"2012-11-04 01:01:00";"2012-11-04 00:00:00";"1";"800 W DIAMOND ROSE CIR Salt lake City Utah  (40.7832459280005, -111.91521781899968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201256122";"2499-13";"STOLEN VEHICLE";"2012-04-05 10:00:00";"2012-04-04 18:00:00";"4";"700 W 300 S Salt lake City Utah  (40.762857504000465, -111.91149225299966)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL20128891";"2499-17";"STOLEN VEHICLE";"2012-01-16 06:34:00";"2012-01-14 23:00:00";"7";"1100 S PIONEER RD Salt lake City Utah  (40.74569265500048, -111.95805431599968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012116870";"2499-14";"STOLEN VEHICLE";"2012-07-08 17:23:00";"2012-07-08 17:23:00";"1";"600 S GUARDSMAN WAY Salt lake City Utah  (40.754930337000474, -111.84544407099969)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012100458";"2404-0";"STOLEN VEHICLE";"2012-06-14 21:09:00";"2012-06-14 21:09:00";"5";"1600 S 900 E Salt lake City Utah  (40.73469071900047, -111.8653762779997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201281020";"2499-17";"STOLEN VEHICLE";"2012-05-15 08:10:00";"2012-05-15 08:10:00";"3";"500 S 1300 E Salt lake City Utah  (40.7583003630005, -111.85392449399967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL20124425";"2499-13";"STOLEN VEHICLE";"2012-01-09 05:18:00";"2012-01-09 00:30:00";"2";"1100 W ILLINOIS AVE Salt lake City Utah  (40.74410954300049, -111.9223954469997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012186363";"2499-14";"STOLEN VEHICLE";"2012-10-25 12:52:00";"2012-10-25 12:52:00";"5";"2600 S PRESTON ST Salt lake City Utah  (40.71509962400046, -111.83561629599967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012158714";"2404-64";"STOLEN VEHICLE";"2012-09-09 12:59:00";"2012-08-31 10:00:00";"6";"900 S GREENWOOD TE Salt lake City Utah  (40.749712081000496, -111.84532547699968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012216982";"2499-15";"STOLEN VEHICLE";"2012-12-21 13:35:00";"2012-12-18 13:35:00";"3";"1800 S 200 E Salt lake City Utah  (40.73112195600049, -111.88546318899967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012127841";"2499-13";"STOLEN VEHICLE";"2012-07-24 22:20:00";"2012-07-24 22:20:00";"3";"1100 S MAIN ST Salt lake City Utah  (40.745137429000465, -111.89111035799971)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012145897";"2499-13";"STOLEN VEHICLE";"2012-08-21 07:01:00";"2012-08-21 07:01:00";"3";"300 W 600 N Salt lake City Utah  (40.7824357290005, -111.89981570199967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201210278";"2499-13";"STOLEN VEHICLE";"2012-01-18 17:14:00";"2012-01-18 17:14:00";"4";"800 E 200 S Salt lake City Utah  (40.76497494400047, -111.86796764599967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201217738";"2499-13";"STOLEN VEHICLE";"2012-01-31 20:24:00";"2012-01-31 20:24:00";"3";"300 N 800 W Salt lake City Utah  (40.77593203400045, -111.9139488139997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012220022";"2499-17";"STOLEN VEHICLE";"2012-12-28 07:20:00";"2012-12-28 07:20:00";"6";"1700 W 1300 N Salt lake City Utah  (40.797790343000486, -111.93930786899966)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012118452";"2499-14";"STOLEN VEHICLE";"2012-07-11 07:33:00";"2012-07-11 07:33:00";"4";"300 S RIO GRANDE ST Salt lake City Utah  (40.76197099100045, -111.90414710399972)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012160274";"2499-13";"STOLEN VEHICLE";"2012-09-12 07:00:00";"2012-09-12 00:01:00";"4";"400 W 300 S Salt lake City Utah  (40.762850836000496, -111.90275535399968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012181069";"2499-14";"STOLEN VEHICLE";"2012-10-16 08:28:00";"2012-10-16 08:28:00";"3";"1700 W 400 N Salt lake City Utah  (40.77816930000046, -111.93952430599967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201299953";"2499-13";"STOLEN VEHICLE";"2012-06-14 05:20:00";"2012-06-13 22:00:00";"4";"500 N PAMELA WAY Salt lake City Utah  (40.78040408600049, -111.94283993399966)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201253559";"2499-13";"STOLEN VEHICLE";"2012-03-31 22:45:00";"2012-03-31 20:00:00";"7";"1400 W 800 S Salt lake City Utah  (40.75230795600049, -111.9314308329997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012145566";"2499-17";"STOLEN VEHICLE";"2012-08-20 16:12:00";"2012-08-20 16:12:00";"2";"1100 E 600 S Salt lake City Utah  (40.63153269000048, -111.8605908509997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012207541";"2404-64";"STOLEN VEHICLE";"2012-12-03 08:30:00";"2012-12-03 08:30:00";"2";"1500 S REDWOOD RD Salt lake City Utah  (40.73771254900049, -111.93910468099972)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012171087";"2499-13";"STOLEN VEHICLE";"2012-09-29 09:15:00";"2012-09-29 09:15:00";"7";"600 S BUNBURY COVE Salt lake City Utah  (40.75531118100048, -111.93748431899968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012146533";"2499-13";"STOLEN VEHICLE";"2012-08-22 01:53:00";"2012-08-21 21:00:00";"3";"1600 W WRIGHT CIR Salt lake City Utah  (40.75855101900049, -111.9371645869997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201243324";"2499-13";"STOLEN VEHICLE";"2012-03-15 16:02:00";"2012-03-15 14:05:00";"5";"3500 W 2100 S Salt lake City Utah  (40.726743942000496, -111.97496029699971)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012218186";"2499-12";"STOLEN VEHICLE";"2012-12-23 22:26:00";"2012-12-23 22:26:00";"1";"1600 W LILJAY CIR Salt lake City Utah  (40.74342134900047, -111.93687837399972)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012196556";"2402-0";"STOLEN VEHICLE";"2012-11-12 07:51:00";"2012-11-11 18:00:00";"1";"3100 W DIRECTORS RW Salt lake City Utah  (40.74580956700049, -111.96629260599968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012220151";"2499-17";"STOLEN VEHICLE";"2012-12-28 12:50:00";"2012-12-28 12:50:00";"6";"1100 N REDWOOD RD Salt lake City Utah  (40.79347222500047, -111.93919328999971)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012110081";"2499-13";"STOLEN VEHICLE";"2012-06-29 03:27:00";"2012-06-29 03:27:00";"6";"1400 S LINCOLN ST Salt lake City Utah  (40.73906320000049, -111.86393220599967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012131392";"2499-14";"STOLEN VEHICLE";"2012-07-30 06:20:00";"2012-07-30 06:20:00";"2";"100 W 600 S Salt lake City Utah  (40.75632706100049, -111.89405821499969)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201289204";"2499-17";"STOLEN VEHICLE";"2012-05-28 03:56:00";"2012-05-28 03:56:00";"2";"3400 W 500 S Salt lake City Utah  (40.758417274000465, -111.97223751599967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012132084";"2499-13";"STOLEN VEHICLE";"2012-07-31 09:21:00";"2012-07-31 09:21:00";"3";"1400 W 2100 S Salt lake City Utah  (40.725949254000454, -111.9308371999997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201274134";"2499-13";"STOLEN VEHICLE";"2012-05-04 08:31:00";"2012-05-04 08:31:00";"6";"1600 W 400 S Salt lake City Utah  (40.760689053000476, -111.9364575729997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012144578";"2499-13";"STOLEN VEHICLE";"2012-08-18 23:40:00";"2012-08-18 23:40:00";"7";"1100 E 2100 S Salt lake City Utah  (40.72536717000048, -111.85950943799969)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012199272";"2499-13";"STOLEN VEHICLE";"2012-11-17 03:34:00";"2012-11-17 03:34:00";"7";"1400 W NORTH TEMPLE ST Salt lake City Utah  (40.77166859500045, -111.93260039899968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201231383";"2499-14";"STOLEN VEHICLE";"2012-02-24 09:27:00";"2012-02-24 09:27:00";"6";"900 S 500 W Salt lake City Utah  (40.74968208200045, -111.90541991299972)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012148274";"2499-17";"STOLEN VEHICLE";"2012-08-24 16:52:00";"2012-08-24 16:52:00";"6";"700 E 1ST AVE Salt lake City Utah  (40.77052480500049, -111.86845878299971)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201252821";"2499-13";"STOLEN VEHICLE";"2012-03-30 22:08:00";"2012-03-30 22:08:00";"6";"600 W 300 S Salt lake City Utah  (40.775877644000445, -111.9083756709997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012116361";"2499-13";"STOLEN VEHICLE";"2012-07-07 21:41:00";"2012-07-07 21:30:00";"7";"600 E 8TH AVE Salt lake City Utah  (40.77844689000045, -111.8714480859997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012173748";"2499-17";"STOLEN VEHICLE";"2012-10-03 15:15:00";"2012-10-03 14:50:00";"4";"800 E 800 S Salt lake City Utah  (40.75193325200047, -111.86794109899967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201214556";"2499-13";"STOLEN VEHICLE";"2012-01-26 12:33:00";"2012-01-26 12:26:00";"5";"1000 S 200 W Salt lake City Utah  (40.747140027000455, -111.89691222999971)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012100619";"2499-13";"STOLEN VEHICLE";"2012-06-15 07:01:00";"2012-06-15 07:01:00";"6";"1600 E PRINCETON AVE Salt lake City Utah  (40.74367425100047, -111.8450951909997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012133788";"2404-0";"STOLEN VEHICLE";"2012-08-02 19:05:00";"2012-08-02 19:05:00";"5";"1300 S 200 E Salt lake City Utah  (40.74155208400049, -111.88541496799968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201225627";"2499-13";"STOLEN VEHICLE";"2012-02-14 08:33:00";"2012-02-14 08:33:00";"3";"600 W SOUTH TEMPLE ST Salt lake City Utah  (40.76932365100049, -111.87414611199966)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012173023";"2499-17";"STOLEN VEHICLE";"2012-10-02 13:24:00";"2012-09-29 00:00:00";"7";"800 S 900 W Salt lake City Utah  (40.751843729000484, -111.9168656009997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201299722";"2499-13";"STOLEN VEHICLE";"2012-06-13 20:48:00";"2012-06-13 20:48:00";"4";"1200 N REDWOOD RD Salt lake City Utah  (40.79498040800047, -111.93919375499968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012188381";"2499-13";"STOLEN VEHICLE";"2012-10-28 23:10:00";"2012-10-28 23:10:00";"1";"700 N 900 W Salt lake City Utah  (40.78466103700049, -111.91681206799967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012109019";"2404-64";"STOLEN VEHICLE";"2012-06-27 17:12:00";"2012-06-27 17:12:00";"4";"2100 S FOOTHILL DR Salt lake City Utah  (40.725740000000485, -111.81483603099969)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012213661";"2499-17";"STOLEN VEHICLE";"2012-12-14 19:19:00";"2012-12-12 12:00:00";"4";"2300 S FOOTHILL DR Salt lake City Utah  (40.721240976000445, -111.8116767949997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012115235";"2499-13";"STOLEN VEHICLE";"2012-07-06 08:39:00";"2012-07-06 08:39:00";"6";"2500 S 1900 E Salt lake City Utah  (40.71653136800046, -111.83669281899967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012156606";"2499-14";"STOLEN VEHICLE";"2012-09-06 09:46:00";"2012-09-06 09:46:00";"5";"700 S REDWOOD RD Salt lake City Utah  (40.828761855000494, -111.9372164399997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012208590";"2499-13";"STOLEN VEHICLE";"2012-12-05 07:32:00";"2012-12-05 05:00:00";"4";"200 N MAIN ST Salt lake City Utah  (40.773900565000474, -111.89108483699971)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201270928";"2499-14";"STOLEN VEHICLE";"2012-04-28 22:00:00";"2012-04-28 22:00:00";"7";"1500 S GREEN ST Salt lake City Utah  (40.73668018400048, -111.87248103499968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201261259";"2499-13";"STOLEN VEHICLE";"2012-04-14 00:03:00";"2012-04-14 00:03:00";"7";"500 W 300 S Salt lake City Utah  (40.7628501210005, -111.90559868599968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012170461";"2499-13";"STOLEN VEHICLE";"2012-09-28 11:14:00";"2012-09-28 05:00:00";"6";"1100 W MODESTO AVE Salt lake City Utah  (40.743300400000464, -111.92207568399971)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201262149";"2499-17";"STOLEN VEHICLE";"2012-04-15 14:27:00";"2012-04-15 01:00:00";"1";"2400 S 800 E Salt lake City Utah  (40.71857144900048, -111.86829731299969)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201292132";"2499-15";"STOLEN VEHICLE";"2012-06-01 18:34:00";"2012-05-29 18:34:00";"3";"200 E 300 S Salt lake City Utah  (40.76274302100046, -111.8852473389997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012144779";"2499-13";"STOLEN VEHICLE";"2012-08-19 10:47:00";"2012-08-19 10:47:00";"1";"900 E 1ST AVE Salt lake City Utah  (40.77053703700045, -111.86240997099969)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201262487";"2499-13";"STOLEN VEHICLE";"2012-04-16 05:21:00";"2012-04-16 05:21:00";"2";"200 S FOSS ST Salt lake City Utah  (40.76487192500048, -111.9348839059997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201219713";"2499-14";"STOLEN VEHICLE";"2012-02-04 01:07:00";"2012-02-03 23:51:00";"6";"2300 S STATE ST Salt lake City Utah  (40.7209023690005, -111.8882934289997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012116292";"2499-13";"STOLEN VEHICLE";"2012-07-07 19:21:00";"2012-07-07 19:21:00";"7";"700 N 900 W Salt lake City Utah  (40.78466103700049, -111.91681206799967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012200434";"2499-13";"STOLEN VEHICLE";"2012-11-19 13:59:00";"2012-11-17 02:45:00";"7";"1800 S MILESTONE DR Salt lake City Utah  (40.731565016000445, -111.96487816899969)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201283389";"2499-14";"STOLEN VEHICLE";"2012-05-18 20:46:00";"2012-05-18 20:46:00";"6";"1600 S PIONEER RD Salt lake City Utah  (40.735451225000475, -111.95804623799967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201278100";"2499-17";"STOLEN VEHICLE";"2012-05-10 14:45:00";"2012-05-10 14:45:00";"5";"00 N 1000 W Salt lake City Utah  (40.775915770000495, -111.91970828499967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012160826";"2499-13";"STOLEN VEHICLE";"2012-09-13 00:08:00";"2012-09-13 00:08:00";"5";"600 S 1200 W Salt lake City Utah  (40.75620129300046, -111.92595271799968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012206094";"2499-13";"STOLEN VEHICLE";"2012-11-30 13:58:00";"2012-11-30 13:58:00";"6";"1100 S PROSPECT ST Salt lake City Utah  (40.7446519770005, -111.93743560099966)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201253953";"2499-13";"STOLEN VEHICLE";"2012-04-01 16:14:00";"2012-04-01 16:14:00";"1";"700 N 900 W Salt lake City Utah  (40.78466103700049, -111.91681206799967)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012193246";"2499-13";"STOLEN VEHICLE";"2012-11-06 10:12:00";"2012-11-06 10:00:00";"3";"200 E SOUTH TEMPLE ST Salt lake City Utah  (40.76932250600049, -111.8852477909997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012104342";"2499-13";"STOLEN VEHICLE";"2012-06-20 20:51:00";"2012-06-20 20:51:00";"4";"1300 E HARRISON AVE Salt lake City Utah  (40.7399437090005, -111.85374563999972)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201284759";"2499-17";"STOLEN VEHICLE";"2012-05-21 01:37:00";"2012-05-21 01:37:00";"2";"1000 E 2100 S Salt lake City Utah  (40.72537602700049, -111.86237019699968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL201287653";"2499-13";"STOLEN VEHICLE";"2012-05-25 13:39:00";"2012-05-25 13:39:00";"6";"1300 S EMIGRATION ST Salt lake City Utah  (40.74155004000045, -111.8412617889997)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012196814";"2499-17";"STOLEN VEHICLE";"2012-11-12 16:37:00";"2012-11-06 16:37:00";"3";"600 N 3800 W Salt lake City Utah  (40.78230238100048, -111.98006285199972)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012184107";"2408-0";"STOLEN VEHICLE";"2012-10-21 07:17:00";"2012-10-21 07:17:00";"1";"1000 S MAIN ST Salt lake City Utah  (40.74728530800047, -111.89109220399968)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
"SL2012172428";"2499-17";"STOLEN VEHICLE";"2012-10-01 12:57:00";"2012-10-01 12:57:00";"2";"00 S JEREMY ST Salt lake City Utah  (40.756390842000485, -111.91538577599971)";" Salt lake City Utah  (40.66726905100046, -111.92357267799969)"
